name,brand,category,price,rating,review,doRecommend
Realme Air 4,Realme,laptop,1488,4.7,Excellent quality and design,1
HP Tab S6,HP,tablet,635,4.2,Not bad but has some issues,1
Lenovo Elite 13,Lenovo,laptop,516,4.9,Amazing experience overall,1
Realme S9,Realme,phone,1004,4.3,Very good for the price,1
Apple GT29,Apple,phone,329,4.9,Highly recommended product,1
HP Pro 10,HP,laptop,884,4.2,Not bad but has some issues,1
Microsoft Tab S10,Microsoft,tablet,333,4.9,Not bad but has some issues,1
Microsoft Tab S9,Microsoft,tablet,542,3.7,Very good for the price,0
Huawei S26,Huawei,phone,673,3.8,Battery lasts long and smooth usage,0
OnePlus Tab A10,OnePlus,tablet,796,4.0,Very good for the price,1
Asus X18,Asus,phone,460,4.5,Not bad but has some issues,1
Microsoft Elite 8,Microsoft,laptop,963,4.0,Fast and reliable device,1
Lenovo Tab S2,Lenovo,tablet,710,4.4,Amazing experience overall,1
Google GT24,Google,phone,671,3.8,Not bad but has some issues,0
MSI Tab A10,MSI,tablet,623,3.7,Very good for the price,0
HP Tab M10,HP,tablet,776,4.1,Very good for the price,1
Google Tab X4,Google,tablet,526,5.0,Fast and reliable device,1
Dell Tab M1,Dell,tablet,771,3.9,Fast and reliable device,0
MSI Tab S9,MSI,tablet,140,3.9,Great performance and battery life,0
Acer Air 13,Acer,laptop,1196,4.1,Not bad but has some issues,1
Microsoft Tab X2,Microsoft,tablet,292,4.8,Excellent quality and design,1
HP X15,HP,phone,588,4.4,Not bad but has some issues,1
Apple Tab M9,Apple,tablet,583,3.6,Highly recommended product,0
Dell Tab M2,Dell,tablet,736,5.0,Excellent quality and design,1
Samsung Air 7,Samsung,laptop,916,4.4,Fast and reliable device,1
Microsoft Pro25,Microsoft,phone,565,4.5,Decent product for daily use,1
Realme Pro26,Realme,phone,1079,3.6,Battery lasts long and smooth usage,0
Google Air 10,Google,laptop,421,4.8,Not bad but has some issues,1
Microsoft GT10,Microsoft,phone,222,4.4,Works well but could be better,1
Huawei Pro 8,Huawei,laptop,822,4.5,Highly recommended product,1
Microsoft Tab S7,Microsoft,tablet,328,4.9,Very good for the price,1
Xiaomi Tab X10,Xiaomi,tablet,343,4.8,Very good for the price,1
Acer Book 6,Acer,laptop,1429,3.7,Decent product for daily use,0
Asus GT29,Asus,phone,678,4.0,Battery lasts long and smooth usage,1
MSI Tab M5,MSI,tablet,592,3.6,Fast and reliable device,0
Huawei X13,Huawei,phone,220,4.1,Battery lasts long and smooth usage,1
Microsoft Elite 10,Microsoft,laptop,775,3.9,Fast and reliable device,0
Realme Tab M9,Realme,tablet,490,3.7,Amazing experience overall,0
Google Note20,Google,phone,595,3.8,Decent product for daily use,0
Asus Tab M8,Asus,tablet,770,4.0,Very good for the price,1
Acer Pro 12,Acer,laptop,498,4.4,Works well but could be better,1
Asus Flex 8,Asus,laptop,1106,4.9,Not bad but has some issues,1
Realme Tab A2,Realme,tablet,402,4.0,Not bad but has some issues,1
Xiaomi Pro15,Xiaomi,phone,567,4.7,Works well but could be better,1
Dell Tab S7,Dell,tablet,487,3.9,Very good for the price,0
Apple Note15,Apple,phone,286,4.5,Very good for the price,1
Dell Air 6,Dell,laptop,930,4.9,Battery lasts long and smooth usage,1
Xiaomi Pro 4,Xiaomi,laptop,408,3.7,Not bad but has some issues,0
MSI Note12,MSI,phone,240,4.7,Works well but could be better,1
HP X 15,HP,laptop,1377,3.9,Very good for the price,0
Microsoft Pro19,Microsoft,phone,211,3.6,Very good for the price,0
Motorola X30,Motorola,phone,399,3.7,Excellent quality and design,0
HP Tab S8,HP,tablet,279,4.2,Fast and reliable device,1
Xiaomi Tab S1,Xiaomi,tablet,222,4.8,Not bad but has some issues,1
Acer Tab A5,Acer,tablet,303,4.0,Excellent quality and design,1
Lenovo X 10,Lenovo,laptop,738,3.6,Very good for the price,0
Samsung Tab X7,Samsung,tablet,191,4.8,Great performance and battery life,1
Realme Pro 8,Realme,laptop,789,4.7,Not bad but has some issues,1
MSI S6,MSI,phone,808,4.9,Battery lasts long and smooth usage,1
HP Note9,HP,phone,530,5.0,Works well but could be better,1
OnePlus Elite 5,OnePlus,laptop,423,4.9,Great performance and battery life,1
Samsung Elite 12,Samsung,laptop,868,4.6,Works well but could be better,1
HP X23,HP,phone,441,3.8,Fast and reliable device,0
Microsoft Air 4,Microsoft,laptop,1008,4.2,Highly recommended product,1
Motorola Tab M8,Motorola,tablet,687,3.5,Great performance and battery life,0
Xiaomi X22,Xiaomi,phone,493,4.2,Very good for the price,1
Realme X 6,Realme,laptop,1312,3.9,Fast and reliable device,0
Asus Tab S9,Asus,tablet,273,4.7,Amazing experience overall,1
Asus Air 4,Asus,laptop,467,4.7,Excellent quality and design,1
Google Elite 3,Google,laptop,872,4.1,Excellent quality and design,1
OnePlus Air 4,OnePlus,laptop,1233,4.7,Excellent quality and design,1
Acer Tab A10,Acer,tablet,760,4.3,Works well but could be better,1
Samsung Tab M1,Samsung,tablet,585,4.6,Works well but could be better,1
Motorola Note4,Motorola,phone,533,3.6,Amazing experience overall,0
Apple Air 11,Apple,laptop,980,4.4,Decent product for daily use,1
MSI Elite 10,MSI,laptop,808,4.1,Decent product for daily use,1
Acer Pro5,Acer,phone,252,4.9,Highly recommended product,1
HP S21,HP,phone,668,4.5,Battery lasts long and smooth usage,1
HP Pro 13,HP,laptop,1494,4.5,Very good for the price,1
Motorola Pro1,Motorola,phone,342,3.9,Amazing experience overall,0
OnePlus S4,OnePlus,phone,1192,4.4,Great performance and battery life,1
Asus GT30,Asus,phone,687,4.2,Excellent quality and design,1
Huawei Pro16,Huawei,phone,882,4.0,Fast and reliable device,1
Huawei Tab M10,Huawei,tablet,722,4.7,Very good for the price,1
Apple Pro 12,Apple,laptop,511,4.9,Decent product for daily use,1
Samsung Tab A9,Samsung,tablet,190,4.7,Amazing experience overall,1
HP Pro16,HP,phone,990,4.9,Fast and reliable device,1
Apple S29,Apple,phone,1163,4.9,Decent product for daily use,1
Lenovo Air 10,Lenovo,laptop,494,4.7,Great performance and battery life,1
MSI S16,MSI,phone,1019,3.9,Fast and reliable device,0
MSI Tab X7,MSI,tablet,381,3.8,Fast and reliable device,0
Dell Air 3,Dell,laptop,952,5.0,Fast and reliable device,1
Huawei X 5,Huawei,laptop,1355,4.8,Decent product for daily use,1
Huawei Pro25,Huawei,phone,375,4.3,Excellent quality and design,1
Samsung GT16,Samsung,phone,231,3.9,Decent product for daily use,0
Dell Note13,Dell,phone,329,5.0,Not bad but has some issues,1
Asus S19,Asus,phone,262,4.0,Excellent quality and design,1
MSI Tab X5,MSI,tablet,599,4.9,Very good for the price,1
Motorola Tab M10,Motorola,tablet,755,4.6,Battery lasts long and smooth usage,1
Samsung S26,Samsung,phone,805,3.9,Not bad but has some issues,0
Dell Elite 10,Dell,laptop,1116,4.2,Excellent quality and design,1
Google Pro 13,Google,laptop,1260,4.7,Very good for the price,1
Motorola Elite 11,Motorola,laptop,1168,4.2,Very good for the price,1
HP S15,HP,phone,983,4.0,Works well but could be better,1
OnePlus Tab X1,OnePlus,tablet,357,4.9,Not bad but has some issues,1
MSI X26,MSI,phone,672,4.2,Amazing experience overall,1
Realme Book 15,Realme,laptop,796,4.7,Great performance and battery life,1
Huawei Book 7,Huawei,laptop,768,3.6,Great performance and battery life,0
Samsung Tab S1,Samsung,tablet,700,3.9,Excellent quality and design,0
HP Pro17,HP,phone,503,4.2,Excellent quality and design,1
Google Tab X7,Google,tablet,117,4.2,Very good for the price,1
Acer X25,Acer,phone,1185,3.8,Works well but could be better,0
Google GT25,Google,phone,474,4.1,Great performance and battery life,1
Xiaomi Elite 6,Xiaomi,laptop,1193,4.0,Amazing experience overall,1
Apple X7,Apple,phone,556,3.9,Great performance and battery life,0
Google Elite 8,Google,laptop,889,4.5,Highly recommended product,1
Asus S6,Asus,phone,1027,4.0,Decent product for daily use,1
Google GT29,Google,phone,455,4.7,Works well but could be better,1
Asus Tab A4,Asus,tablet,604,4.6,Amazing experience overall,1
Motorola Pro13,Motorola,phone,853,4.1,Very good for the price,1
Samsung Pro 5,Samsung,laptop,1225,4.6,Very good for the price,1
Asus Flex 4,Asus,laptop,1201,4.1,Decent product for daily use,1
MSI X 10,MSI,laptop,1481,4.5,Excellent quality and design,1
Samsung Note19,Samsung,phone,1083,4.6,Great performance and battery life,1
OnePlus GT17,OnePlus,phone,1000,4.3,Highly recommended product,1
MSI Air 13,MSI,laptop,567,4.5,Excellent quality and design,1
OnePlus Tab X8,OnePlus,tablet,568,3.6,Very good for the price,0
Dell Note24,Dell,phone,821,4.8,Great performance and battery life,1
Huawei Book 7,Huawei,laptop,1143,5.0,Fast and reliable device,1
Samsung Air 11,Samsung,laptop,885,3.7,Very good for the price,0
Google Tab X1,Google,tablet,558,3.6,Works well but could be better,0
Apple Note9,Apple,phone,1173,3.6,Decent product for daily use,0
Xiaomi Tab S10,Xiaomi,tablet,642,3.8,Works well but could be better,0
MSI Pro8,MSI,phone,374,3.7,Highly recommended product,0
Asus Tab X8,Asus,tablet,723,4.4,Battery lasts long and smooth usage,1
MSI Tab M2,MSI,tablet,304,3.9,Not bad but has some issues,0
Dell Tab M10,Dell,tablet,537,3.5,Great performance and battery life,0
Samsung Pro2,Samsung,phone,358,5.0,Decent product for daily use,1
Xiaomi Tab M1,Xiaomi,tablet,297,4.2,Very good for the price,1
Microsoft GT21,Microsoft,phone,816,4.7,Not bad but has some issues,1
Samsung Book 8,Samsung,laptop,798,4.7,Not bad but has some issues,1
Dell Tab X10,Dell,tablet,785,4.7,Decent product for daily use,1
Acer Flex 8,Acer,laptop,966,4.3,Amazing experience overall,1
Realme S26,Realme,phone,324,4.5,Works well but could be better,1
MSI GT7,MSI,phone,219,3.8,Decent product for daily use,0
Motorola Tab A2,Motorola,tablet,799,4.6,Fast and reliable device,1
Realme Tab A5,Realme,tablet,252,3.9,Works well but could be better,0
Asus Flex 12,Asus,laptop,516,3.8,Works well but could be better,0
Lenovo Elite 13,Lenovo,laptop,1254,4.8,Battery lasts long and smooth usage,1
Acer Elite 13,Acer,laptop,1092,4.6,Battery lasts long and smooth usage,1
Acer Tab S7,Acer,tablet,463,4.0,Amazing experience overall,1
Asus Pro20,Asus,phone,870,3.5,Not bad but has some issues,0
Motorola Tab A8,Motorola,tablet,311,3.8,Amazing experience overall,0
Samsung Pro19,Samsung,phone,955,3.9,Battery lasts long and smooth usage,0
Microsoft X 10,Microsoft,laptop,414,4.0,Amazing experience overall,1
Asus S14,Asus,phone,646,4.4,Battery lasts long and smooth usage,1
Microsoft Book 11,Microsoft,laptop,1327,4.9,Battery lasts long and smooth usage,1
Huawei X 7,Huawei,laptop,738,4.7,Great performance and battery life,1
Dell Tab S7,Dell,tablet,247,4.8,Not bad but has some issues,1
Dell GT26,Dell,phone,1022,3.9,Decent product for daily use,0
Motorola Tab S6,Motorola,tablet,719,3.8,Excellent quality and design,0
Realme Pro14,Realme,phone,1160,4.5,Not bad but has some issues,1
Apple Tab S6,Apple,tablet,448,4.4,Amazing experience overall,1
Google Book 5,Google,laptop,1318,4.8,Excellent quality and design,1
Acer Elite 9,Acer,laptop,986,3.8,Battery lasts long and smooth usage,0
Lenovo X 4,Lenovo,laptop,424,3.5,Amazing experience overall,0
Asus Tab X5,Asus,tablet,784,4.1,Battery lasts long and smooth usage,1
Xiaomi Book 11,Xiaomi,laptop,720,4.4,Very good for the price,1
MSI Pro16,MSI,phone,889,4.0,Great performance and battery life,1
Samsung S2,Samsung,phone,910,4.5,Excellent quality and design,1
MSI X26,MSI,phone,1042,4.6,Works well but could be better,1
Apple Tab S7,Apple,tablet,196,4.2,Very good for the price,1
Dell S5,Dell,phone,401,4.7,Highly recommended product,1
Lenovo Note9,Lenovo,phone,611,4.1,Highly recommended product,1
Microsoft Flex 4,Microsoft,laptop,1496,3.9,Fast and reliable device,0
Huawei GT18,Huawei,phone,687,4.7,Very good for the price,1
Lenovo Tab S5,Lenovo,tablet,737,3.7,Amazing experience overall,0
MSI Tab M5,MSI,tablet,405,4.1,Excellent quality and design,1
MSI X 3,MSI,laptop,422,4.5,Amazing experience overall,1
Acer Tab S6,Acer,tablet,169,3.7,Works well but could be better,0
Asus Tab X3,Asus,tablet,328,4.5,Works well but could be better,1
MSI Tab X7,MSI,tablet,113,4.1,Not bad but has some issues,1
HP Elite 6,HP,laptop,1377,4.0,Works well but could be better,1
Samsung Note19,Samsung,phone,162,4.2,Amazing experience overall,1
Samsung X26,Samsung,phone,895,4.5,Very good for the price,1
Acer Pro11,Acer,phone,950,3.7,Very good for the price,0
Xiaomi GT25,Xiaomi,phone,1028,4.1,Decent product for daily use,1
Realme Flex 4,Realme,laptop,1136,4.4,Works well but could be better,1
Asus Pro22,Asus,phone,216,3.6,Excellent quality and design,0
Asus Pro 10,Asus,laptop,1211,4.4,Great performance and battery life,1
Samsung Tab X9,Samsung,tablet,438,4.2,Battery lasts long and smooth usage,1
Samsung GT2,Samsung,phone,1119,4.3,Fast and reliable device,1
Asus Pro 15,Asus,laptop,1216,3.8,Great performance and battery life,0
Acer Pro 13,Acer,laptop,654,3.6,Battery lasts long and smooth usage,0
Realme Pro 15,Realme,laptop,1343,4.4,Very good for the price,1
Samsung Elite 10,Samsung,laptop,449,4.7,Not bad but has some issues,1
Huawei GT4,Huawei,phone,808,4.8,Amazing experience overall,1
Realme Pro 15,Realme,laptop,1109,3.8,Not bad but has some issues,0
Lenovo Elite 10,Lenovo,laptop,631,3.9,Highly recommended product,0
Dell Tab A9,Dell,tablet,609,4.4,Highly recommended product,1
Lenovo GT4,Lenovo,phone,981,5.0,Very good for the price,1
Xiaomi Book 5,Xiaomi,laptop,591,5.0,Amazing experience overall,1
Motorola Air 9,Motorola,laptop,1313,4.7,Very good for the price,1
Realme X18,Realme,phone,168,5.0,Not bad but has some issues,1
Apple Elite 6,Apple,laptop,842,5.0,Excellent quality and design,1
Lenovo GT3,Lenovo,phone,977,4.3,Highly recommended product,1
OnePlus Tab M3,OnePlus,tablet,686,4.5,Amazing experience overall,1
HP Tab S2,HP,tablet,202,4.3,Very good for the price,1
Dell Flex 3,Dell,laptop,524,4.1,Not bad but has some issues,1
Motorola X 15,Motorola,laptop,1308,3.5,Excellent quality and design,0
Dell Tab M6,Dell,tablet,701,4.6,Battery lasts long and smooth usage,1
Huawei X 13,Huawei,laptop,842,4.0,Fast and reliable device,1
MSI Tab M6,MSI,tablet,419,4.8,Battery lasts long and smooth usage,1
Motorola Elite 5,Motorola,laptop,644,3.6,Amazing experience overall,0
Apple X26,Apple,phone,936,4.2,Very good for the price,1
Xiaomi Book 14,Xiaomi,laptop,1461,4.8,Very good for the price,1
Lenovo Tab S10,Lenovo,tablet,378,4.3,Not bad but has some issues,1
Microsoft S24,Microsoft,phone,605,3.6,Works well but could be better,0
Lenovo Pro7,Lenovo,phone,396,4.7,Fast and reliable device,1
Huawei Pro10,Huawei,phone,673,3.9,Very good for the price,0
Huawei Tab M5,Huawei,tablet,657,4.9,Excellent quality and design,1
Lenovo Pro26,Lenovo,phone,366,4.0,Battery lasts long and smooth usage,1
Lenovo Tab S2,Lenovo,tablet,100,3.5,Works well but could be better,0
Lenovo X10,Lenovo,phone,998,3.8,Great performance and battery life,0
Xiaomi Pro29,Xiaomi,phone,315,4.8,Not bad but has some issues,1
Apple X 3,Apple,laptop,1222,4.6,Not bad but has some issues,1
Samsung Tab S4,Samsung,tablet,120,4.1,Amazing experience overall,1
Asus Book 3,Asus,laptop,1323,3.8,Not bad but has some issues,0
Asus Book 15,Asus,laptop,1448,4.3,Decent product for daily use,1
Xiaomi GT9,Xiaomi,phone,410,3.8,Not bad but has some issues,0
OnePlus Elite 10,OnePlus,laptop,437,3.6,Not bad but has some issues,0
Dell Note3,Dell,phone,878,4.1,Great performance and battery life,1
Lenovo Pro23,Lenovo,phone,591,3.6,Great performance and battery life,0
Dell Elite 11,Dell,laptop,1155,4.6,Excellent quality and design,1
HP X 3,HP,laptop,903,4.6,Highly recommended product,1
Acer Book 9,Acer,laptop,766,4.4,Highly recommended product,1
Asus Tab X7,Asus,tablet,679,4.9,Works well but could be better,1
Apple Note11,Apple,phone,977,3.7,Decent product for daily use,0
Acer Tab A7,Acer,tablet,658,4.9,Amazing experience overall,1
HP S26,HP,phone,445,3.6,Highly recommended product,0
Apple Tab M1,Apple,tablet,632,3.9,Very good for the price,0
Xiaomi Pro12,Xiaomi,phone,657,4.6,Very good for the price,1
Microsoft Note1,Microsoft,phone,869,3.8,Very good for the price,0
Xiaomi GT13,Xiaomi,phone,280,4.8,Works well but could be better,1
HP Tab M4,HP,tablet,631,4.1,Great performance and battery life,1
Acer X 12,Acer,laptop,494,4.1,Decent product for daily use,1
Asus Pro30,Asus,phone,856,4.0,Works well but could be better,1
Apple X 3,Apple,laptop,441,4.4,Not bad but has some issues,1
Microsoft Pro16,Microsoft,phone,256,4.0,Battery lasts long and smooth usage,1
Asus X16,Asus,phone,1066,5.0,Decent product for daily use,1
Xiaomi Air 3,Xiaomi,laptop,1280,5.0,Amazing experience overall,1
Lenovo GT18,Lenovo,phone,1193,3.9,Very good for the price,0
Realme Pro 14,Realme,laptop,471,4.5,Battery lasts long and smooth usage,1
Huawei Tab M6,Huawei,tablet,522,3.9,Excellent quality and design,0
Asus Tab M10,Asus,tablet,726,3.8,Decent product for daily use,0
Microsoft X 5,Microsoft,laptop,1427,4.9,Works well but could be better,1
Xiaomi Book 5,Xiaomi,laptop,868,5.0,Amazing experience overall,1
Apple Tab S2,Apple,tablet,442,4.6,Great performance and battery life,1
Microsoft X13,Microsoft,phone,1147,4.9,Excellent quality and design,1
Acer Air 12,Acer,laptop,539,3.9,Fast and reliable device,0
OnePlus X 6,OnePlus,laptop,1136,4.0,Fast and reliable device,1
Acer Note28,Acer,phone,880,4.0,Fast and reliable device,1
HP Elite 6,HP,laptop,411,4.6,Excellent quality and design,1
OnePlus Elite 3,OnePlus,laptop,781,4.8,Very good for the price,1
Samsung Tab X10,Samsung,tablet,522,4.5,Amazing experience overall,1
MSI X 12,MSI,laptop,504,4.7,Works well but could be better,1
Acer Book 5,Acer,laptop,722,4.0,Fast and reliable device,1
Apple Tab A4,Apple,tablet,422,3.7,Fast and reliable device,0
Samsung Tab S8,Samsung,tablet,403,3.6,Decent product for daily use,0
Dell Tab X2,Dell,tablet,224,4.7,Highly recommended product,1
Asus Flex 11,Asus,laptop,931,4.8,Very good for the price,1
Dell S14,Dell,phone,764,4.5,Amazing experience overall,1
Huawei Tab M2,Huawei,tablet,556,4.5,Excellent quality and design,1
Samsung Pro24,Samsung,phone,927,4.7,Amazing experience overall,1
Acer Book 3,Acer,laptop,1302,4.1,Works well but could be better,1
Motorola Note26,Motorola,phone,281,4.6,Not bad but has some issues,1
Samsung Note16,Samsung,phone,704,4.0,Very good for the price,1
MSI Tab X7,MSI,tablet,493,4.7,Fast and reliable device,1
Microsoft GT10,Microsoft,phone,814,4.1,Very good for the price,1
Acer GT16,Acer,phone,1119,3.6,Fast and reliable device,0
Dell Air 8,Dell,laptop,471,4.1,Very good for the price,1
Huawei Note3,Huawei,phone,656,4.6,Great performance and battery life,1
Microsoft Tab X9,Microsoft,tablet,205,3.7,Highly recommended product,0
Asus Note9,Asus,phone,256,4.6,Very good for the price,1
Lenovo Tab S1,Lenovo,tablet,629,3.5,Very good for the price,0
MSI Air 13,MSI,laptop,1448,5.0,Not bad but has some issues,1
Apple Tab M10,Apple,tablet,105,3.6,Decent product for daily use,0
HP X26,HP,phone,683,3.6,Highly recommended product,0
HP Tab S1,HP,tablet,330,3.6,Great performance and battery life,0
Microsoft Flex 14,Microsoft,laptop,649,4.2,Works well but could be better,1
MSI Tab S9,MSI,tablet,406,4.0,Battery lasts long and smooth usage,1
Dell X4,Dell,phone,371,4.2,Highly recommended product,1
Xiaomi Tab M6,Xiaomi,tablet,609,4.2,Highly recommended product,1
OnePlus Pro27,OnePlus,phone,305,4.8,Great performance and battery life,1
OnePlus Tab X2,OnePlus,tablet,259,3.9,Excellent quality and design,0
OnePlus Tab X9,OnePlus,tablet,342,4.7,Highly recommended product,1
Huawei Pro 8,Huawei,laptop,948,3.6,Decent product for daily use,0
Acer Tab A1,Acer,tablet,721,3.8,Battery lasts long and smooth usage,0
Dell Tab S7,Dell,tablet,152,4.7,Decent product for daily use,1
HP S5,HP,phone,177,4.1,Decent product for daily use,1
Samsung Tab A3,Samsung,tablet,627,4.4,Excellent quality and design,1
Realme Note23,Realme,phone,822,4.8,Amazing experience overall,1
Asus X18,Asus,phone,303,4.5,Great performance and battery life,1
OnePlus Tab S1,OnePlus,tablet,710,3.9,Great performance and battery life,0
Google Tab S9,Google,tablet,728,4.8,Battery lasts long and smooth usage,1
Apple Tab X8,Apple,tablet,503,4.7,Works well but could be better,1
Acer Pro16,Acer,phone,584,4.2,Fast and reliable device,1
Lenovo Tab A10,Lenovo,tablet,103,3.8,Battery lasts long and smooth usage,0
OnePlus X4,OnePlus,phone,1140,4.3,Fast and reliable device,1
Samsung Flex 4,Samsung,laptop,594,4.2,Very good for the price,1
Asus Note20,Asus,phone,420,4.9,Very good for the price,1
Dell Air 8,Dell,laptop,1337,3.9,Battery lasts long and smooth usage,0
Samsung Tab M2,Samsung,tablet,438,4.0,Decent product for daily use,1
Microsoft Tab A6,Microsoft,tablet,522,3.6,Great performance and battery life,0
MSI Tab M4,MSI,tablet,506,3.9,Highly recommended product,0
Samsung Tab A8,Samsung,tablet,697,4.7,Decent product for daily use,1
Acer Note16,Acer,phone,634,3.8,Amazing experience overall,0
Microsoft Note11,Microsoft,phone,1000,4.4,Very good for the price,1
Motorola X16,Motorola,phone,163,4.9,Amazing experience overall,1
Xiaomi Tab X4,Xiaomi,tablet,352,4.4,Amazing experience overall,1
Google Tab S5,Google,tablet,671,4.7,Not bad but has some issues,1
Motorola Flex 3,Motorola,laptop,1024,3.6,Highly recommended product,0
Google Tab S3,Google,tablet,734,4.0,Fast and reliable device,1
OnePlus GT30,OnePlus,phone,403,4.4,Battery lasts long and smooth usage,1
Lenovo Book 9,Lenovo,laptop,1217,5.0,Excellent quality and design,1
Acer Flex 12,Acer,laptop,493,4.2,Decent product for daily use,1
Samsung Tab A2,Samsung,tablet,696,3.6,Very good for the price,0
Google Elite 3,Google,laptop,1238,4.6,Works well but could be better,1
Realme Tab S3,Realme,tablet,690,4.8,Highly recommended product,1
MSI Air 4,MSI,laptop,791,3.5,Not bad but has some issues,0
Lenovo Tab A7,Lenovo,tablet,636,4.0,Works well but could be better,1
Samsung Pro 14,Samsung,laptop,1080,5.0,Decent product for daily use,1
MSI Pro 13,MSI,laptop,846,4.8,Works well but could be better,1
Motorola Book 14,Motorola,laptop,1155,4.0,Battery lasts long and smooth usage,1
HP Book 5,HP,laptop,431,4.6,Amazing experience overall,1
Asus Tab S6,Asus,tablet,287,4.2,Excellent quality and design,1
MSI X12,MSI,phone,216,4.8,Excellent quality and design,1
Motorola Tab A4,Motorola,tablet,210,4.6,Great performance and battery life,1
Realme Tab X10,Realme,tablet,577,4.3,Fast and reliable device,1
Google Pro5,Google,phone,781,4.1,Not bad but has some issues,1
Google Flex 9,Google,laptop,650,4.9,Not bad but has some issues,1
Samsung Tab M2,Samsung,tablet,380,4.5,Not bad but has some issues,1
OnePlus Pro26,OnePlus,phone,583,4.1,Decent product for daily use,1
Motorola Pro18,Motorola,phone,222,3.9,Great performance and battery life,0
Asus Tab S9,Asus,tablet,348,4.6,Battery lasts long and smooth usage,1
Google Air 8,Google,laptop,598,3.5,Great performance and battery life,0
Realme Tab X9,Realme,tablet,140,3.7,Excellent quality and design,0
Dell Tab X3,Dell,tablet,710,3.7,Very good for the price,0
Acer Tab S6,Acer,tablet,638,4.6,Not bad but has some issues,1
HP Tab M4,HP,tablet,771,3.5,Highly recommended product,0
Google Air 12,Google,laptop,677,3.8,Excellent quality and design,0
Microsoft Tab A9,Microsoft,tablet,357,4.9,Battery lasts long and smooth usage,1
Acer S6,Acer,phone,933,4.6,Amazing experience overall,1
MSI GT20,MSI,phone,418,4.6,Decent product for daily use,1
Apple Tab A6,Apple,tablet,505,3.8,Works well but could be better,0
Dell Air 9,Dell,laptop,521,3.7,Highly recommended product,0
Xiaomi GT26,Xiaomi,phone,467,3.7,Works well but could be better,0
Asus S3,Asus,phone,679,4.5,Excellent quality and design,1
Google X 10,Google,laptop,1312,4.3,Very good for the price,1
Acer Tab X2,Acer,tablet,527,4.9,Works well but could be better,1
Huawei Note7,Huawei,phone,857,3.6,Great performance and battery life,0
OnePlus X 13,OnePlus,laptop,1090,4.7,Battery lasts long and smooth usage,1
Lenovo Elite 4,Lenovo,laptop,1374,3.9,Not bad but has some issues,0
OnePlus Elite 14,OnePlus,laptop,584,4.6,Decent product for daily use,1
Dell Note26,Dell,phone,535,3.6,Excellent quality and design,0
HP Tab S5,HP,tablet,639,4.4,Decent product for daily use,1
Motorola Tab X6,Motorola,tablet,296,4.5,Works well but could be better,1
Dell Note24,Dell,phone,662,4.3,Excellent quality and design,1
Dell S17,Dell,phone,1091,4.4,Not bad but has some issues,1
MSI Tab M10,MSI,tablet,671,4.1,Excellent quality and design,1
Realme Pro17,Realme,phone,416,4.2,Works well but could be better,1
HP Tab X9,HP,tablet,520,4.3,Battery lasts long and smooth usage,1
Huawei Flex 7,Huawei,laptop,1410,4.6,Highly recommended product,1
Realme Elite 12,Realme,laptop,964,3.8,Works well but could be better,0
Asus Elite 11,Asus,laptop,500,3.8,Very good for the price,0
Huawei Elite 11,Huawei,laptop,736,4.6,Great performance and battery life,1
OnePlus Tab A4,OnePlus,tablet,327,4.5,Great performance and battery life,1
Lenovo Note27,Lenovo,phone,1055,5.0,Amazing experience overall,1
Huawei GT25,Huawei,phone,293,3.9,Amazing experience overall,0
Realme Elite 15,Realme,laptop,715,3.7,Not bad but has some issues,0
Dell Note12,Dell,phone,169,3.5,Excellent quality and design,0
Huawei GT8,Huawei,phone,214,4.6,Excellent quality and design,1
Xiaomi Tab X2,Xiaomi,tablet,203,4.5,Excellent quality and design,1
Xiaomi Pro17,Xiaomi,phone,249,4.7,Excellent quality and design,1
Microsoft S21,Microsoft,phone,1064,4.2,Decent product for daily use,1
MSI Tab X5,MSI,tablet,796,4.4,Excellent quality and design,1
Dell Elite 10,Dell,laptop,583,3.7,Battery lasts long and smooth usage,0
MSI Tab A4,MSI,tablet,747,4.4,Amazing experience overall,1
Huawei S6,Huawei,phone,384,3.8,Great performance and battery life,0
HP Pro14,HP,phone,268,4.9,Fast and reliable device,1
OnePlus Book 10,OnePlus,laptop,757,3.8,Excellent quality and design,0
Apple Tab X7,Apple,tablet,530,3.7,Works well but could be better,0
Acer Pro14,Acer,phone,1191,3.9,Works well but could be better,0
Asus Book 8,Asus,laptop,450,5.0,Great performance and battery life,1
Acer Note11,Acer,phone,806,4.6,Great performance and battery life,1
HP Tab X7,HP,tablet,417,4.9,Amazing experience overall,1
Apple Tab X5,Apple,tablet,667,4.2,Works well but could be better,1
HP Tab M7,HP,tablet,692,4.0,Great performance and battery life,1
Realme Note3,Realme,phone,704,4.5,Not bad but has some issues,1
Samsung S30,Samsung,phone,303,3.5,Battery lasts long and smooth usage,0
Realme Tab A7,Realme,tablet,200,4.6,Very good for the price,1
Dell Elite 9,Dell,laptop,665,4.5,Great performance and battery life,1
Lenovo Tab X8,Lenovo,tablet,789,3.9,Highly recommended product,0
Huawei S20,Huawei,phone,362,4.9,Battery lasts long and smooth usage,1
Dell S13,Dell,phone,369,3.7,Excellent quality and design,0
Realme S7,Realme,phone,365,3.5,Battery lasts long and smooth usage,0
Dell Tab M7,Dell,tablet,287,4.9,Fast and reliable device,1
Google Pro1,Google,phone,268,3.5,Very good for the price,0
